Description,Price
"I am looking at a used 2023 Toyota Landcruiser 70 Series LC79 GXL. It features a 4.5L diesel engine, automatic, and AWD. It's clocked 55,676 km.",119950
"I have a 2012 Toyota Landcruiser Prado Kakadu, black with a black interior. It's a 4-cylinder, 3 L diesel, automatic, with 7 seats.",39950
"I have a 2015 Mazda 3 Sedan, grey 2015 Mazda 3 Touring. It's an automatic with a 2 L, 4-cylinder engine, and has clocked 7 doors, 5 seats.",12999
"I have a 2018 Mitsubishi Pajero Sport GLX, a grey SUV with black interior. It's an automatic with a 2.4L engine, and has 72640 km on the odometer.",41990
"I have a 2004 Nissan X-Trail TI, a sleek silver SUV. It's an automatic with a 2.5L engine, 4-cylinder engine, and has clocked 187550 km.",10995
"I am looking at a 1995 Toyota Corolla CSI Seca. It's a hatchback with an automatic transmission, 1.6 L, 4 cyl engine, and 204004 km on the clock.",2995
"I have a 2016 Ford Ranger XL 3.2L diesel engine, white with grey interior, used. It's an automatic with a 3.2L engine, 4 cyl engine, and has clocked 265,655 km.",26000
"There is a used 2016 Land Rover Discovery Sport TD4 180 HSE in white, diesel-powered. It's an automatic with a 2L diesel engine, AWD, and has covered 103473 km.",39950
"I have a 2019 Suzuki Vitara Turbo, a white 2019 model with a black interior. It's an automatic with a 1.4 L, 4 cyl engine, and has clocked 75607 km.",27990
"I am looking at a 2009 Mazda CX-9 Luxury SUV, with a black interior. It's an automatic with a 3.7 L, 6 cyl engine, and has clocked 219702 km.",7999
"A 2013 Audi A3 S/Back, white exterior, 4 cyl 1.4 L engine, front-wheel drive, automatic, 40260 km, 5 doors, 5 seats.",22800
"I have a 2018 Toyota Corolla Hybrid, blue hatchback, automatic, 1.8 L engine, with 4 cyl engine, and 5 doors, 5 seats.",27888
"There is a used 2018 Land Rover Range Rover Sport SDV6 SE in white, a used model with a diesel 3L engine, automatic, and AWD. It's a 4-door SUV with 5 seats.",81990
"I have a 2018 Mini Clubman John Cooper, black with a black interior. It's a 4-door, 4-seater, with a 2L engine, and has clocked 163591 km.",29990
"I have a 2014 Ford Ranger XLT 3.2L diesel engine, white with black interior, used. It's an automatic with a 3.2L engine, and has clocked 177060 km.",27990
"I have a 2018 Mitsubishi Triton GLS, a red hatchback with black interior. It's an automatic with a 2.4 L, 4 cyl engine, and has clocked 91792 km.",39990
"I am looking at a used 2016 Citroen C4 Cactus SUV, with a black interior. It's a used model, with a 1.6 L, 4 cyl engine, front-wheel drive, and has 83656 kilometers.",17880
"2014 Peugeot Active is available, with a brown interior. It's an automatic with a 1.6 L, 4 cyl engine, and has clocked 148600 km.",14990
"I am looking at a used 2019 Holden Acadia LT. It features a 3.6L 6 cyl engine, rear drive, and has covered 40898 km.",32990
"I have a 2008 Subaru Forester XS, a black SUV with a black interior. It's an automatic with a 2.5L engine, AWD, and has 220235 km on the odometer.",8995
"2014 Mazda 2 NEO Sport is available, red with a grey interior. It's a hatchback with an automatic transmission, 1.5 L, 4 cyl engine, and 15,1436 km on the clock.",12449
"I am looking at a used 2019 Mazda BT-50 XT, black, diesel. It features a 131375 km, automatic transmission, and has logged a total of 131375 km.",28888
"I am looking at a 2009 Holden Barina Hatchback, silver with grey interior, used. It comes with an automatic gearbox, 1.6 L, 4 cyl engine, and has done 53202 km.",9999
"I have a 2006 Toyota Estima, white, used. It's a used dealer with an automatic transmission and 122533 km - and has clocked 122533 km.",16990
"I have a 2017 Subaru XV 2.0I-L SUV, sleek in orange. It's an automatic with a 2L engine, AWD, and has 73901 km on the odometer.",28990
"I am looking at a used 2010 Toyota Hilux SR, white, grey interior. It features a 4 L, 4-cylinder engine, automatic, and has covered 252569 km.",15900
"I am looking at a used 2013 Jeep Grand Cherokee Laredo. It features a 3 L, 6 cyl diesel engine, automatic, and AWD. It's clocked 180000 kilometers.",18888
"I am looking at a used 2011 Mercedes-Benz C220 CDI, silver, 2.1L 4 cyl diesel engine, automatic, rear drive, with 5 seats.",12999
"I have a 2018 Honda Civic VTI-LX hatchback, black exterior and interior, 4 cyl 1.5L engine, front-wheel drive, automatic, with 73511 km on it.",35950
"I am looking at a 2010 Mercedes-Benz E250 CGI Avantgarde. It's a used model, with a 1.8 L, 4 cyl engine, rear drive, and has covered 209809 km.",11999
"A200 Sedan, white, with a 1.3 L 4-cyl engine, front-wheel drive, automatic, 55,676 km on the odometer.",45000
"I have a 2017 Honda CR-V VTI, a black 2017 Honda CR-V VTI, used. It's an automatic, front-wheel drive, and has 89077 km on the odometer.",27990
"There is a used 2013 Mercedes-Benz C250 Elegance, black exterior and interior, 4 cyl 1.8L engine, rear drive, automatic, with 123517 km on it.",14999
"I have a 2019 Subaru Forester 2.5I-S, blue hatchback with black interior. It's an automatic with a 2.5L engine, AWD, and has 145821 km on the odometer.",32990
"I am looking at a 2008 Ford Focus CL, grey with grey interior. It's a 4-door sedan with a 2 L, 4 cyl engine, and has 146862 km.",8990
"I am looking at a white 2018 Hyundai I30 Active. It's a hatchback with an automatic transmission, 2 L, 4 cyl engine, and 45512 km on the clock.",22990
"I am looking at a 2019 Ford Mustang 2.3 Gtdi, a black hatchback with black interior. It's an automatic with a 2.3 L, 4 cyl engine, rear drive, and has 27951 km.",59990
"There is a used 2018 Suzuki Swift GL Navigator in red, featuring a 4 cyl 1.2L engine, automatic transmission, and a grey interior. It's done 66964 kilometers.",18990
"I have a 2018 Hyundai Elantra Active 2.0 MPI, white with a black interior. It's an automatic with a 2 L, 4 cyl engine, and has 55,676 km.",21990
"I am looking at a used 2017 Kia Sportage SI Premium, white with grey interior. It features a 2L 4-cylinder engine, automatic, and has covered 172450 km.",17995
"It's a 2023 MG ZS Excite, blacktown MG, 4 cyl 1.5L engine, front-wheel drive, automatic, with 5 seats.",24690
"I am looking at a used 2017 Hyundai I30 Active. It features a 1.6 L, 4 cyl diesel engine, automatic, with 65737 km on the odometer.",23990
"I am looking at a used 2019 Toyota Yaris Ascent, grey with grey interior. It's a 4-cylinder, 1.3 L engine, with 41278 km.",24888
"I have a 2013 Mazda 3 SP20 Skyactiv, a hatchback in white with a black interior. It's an automatic with a 2 L, 4-cylinder engine, and has 152373 km on the odometer.",16990
"I have a 2017 Porsche Macan GTS, a sleek grey SUV. It's an automatic with a 3 L, 4-cylinder engine, AWD, and has clocked 63000 km.",81990
"I have a 2007 Mazda 3 NEO, a hatchback in blue with an automatic transmission. It's an automatic with a 2 L, 4 cyl engine, and has clocked 235600 km.",7995
"There is a used 2017 Toyota Tarago GLI in white, featuring a 2.4 L, 4 cyl engine, automatic, with 35766 km on it.",36990
"I am looking at a used 2017 Holden Colorado LS (4X2). It features a 2.8 L, 4 cyl diesel engine, automatic, and has covered 233069 km.",21990
"I am looking at a used 2017 Hyundai Kona Active SUV, grey with a black interior. It's got a 2L 4-cylinder engine, automatic, and has covered 131897 km.",21888
"There's a used 2015 Ford Focus ST2 hatchback, grey exterior and interior, 4 cyl 2L engine, front-wheel drive, automatic, with 102890 km on it.",29950
"I have a 2016 Audi A3 1.8 Tfsi Ambition, 1.8 L 4 cyl, automatic, front-wheel drive, black interior, used with 105363 km driven.",24995
"I am looking at a used 2018 Hyundai Tucson Active X, a silver SUV with a black interior. It's got a 2L 4-cylinder engine, automatic, and has covered 5 seats.",26495
"I have a 2014 Kia Cerato S S, a sleek silver exterior and black interior. It's an automatic with a 1.8 L, 4 cyl engine, and has clocked 119130 km.",14995
"I have a 2016 Volvo Xc 90 L Series D5 Inscription Wagon, silver with a diesel engine, automatic, and 164371 km on the odometer.",33990
"There is a used 2014 Land Rover Range Rover HSE TDV6 in green, diesel-powered. It's an automatic with a 3 L, 4-cylinder engine, AWD, and has done 113018 km.",71950
"There is a used 2016 Ford Ranger XLT in grey, featuring a 3.2L diesel engine, automatic transmission, and a stylish black interior. It's done only 167746 kilometers.",32999
"I have a 2009 BMW X5 X5 Xdrive, sleek in silver. It's an automatic with a 3 L, 4-cylinder engine, and has clocked 297935 km.",8990
"I am looking at a used 2008 Subaru Outback 2.5I. This silver SUV features a grey interior, 2.5L 4 cyl engine, automatic, and has 186419 km on the odometer.",9999
"I have a 2016 Nissan Pathfinder ST-L, a blue SUV with black interior. It's an automatic with a 3.5L engine, front-wheel drive, and has 130920 km on the odometer.",24990
"I am looking at a 2009 Mitsubishi Triton GLX, white, diesel, automatic, rear-wheel drive, 2.5L 4 cyl engine, white with black interior, used with 3 seats.",13999
"I have a 2021 Nissan X-Trail ST-L, used, with a sleek blue exterior and grey interior. It's an automatic, front-wheel drive, and has a 4 cyl 2.5L engine.",38990
"I have a 2023 MG ZST Essence, a white SUV with black interior. It's an automatic with a 1.3L engine, and has clocked only 15 doors.",34990
"I have a 2019 Hyundai I30 Active, a hatchback in silver with an automatic transmission. It's an automatic with a 2 L, 4 cyl engine, and has clocked 63718 km.",24990
"I am looking at a 2022 Mazda CX-3 Maxx Sport, a grey SUV with a black interior. It's got a 2L 4-cylinder engine, automatic, and has covered 2524 km.",30000
"I have a 2016 Mitsubishi Outlander LS Safety Pack, grey exterior, grey interior, 2.3L diesel engine, automatic transmission, AWD, and 112908 km on the odometer.",25990
"I have a 2022 MG MG3 Auto Core, white exterior, grey interior, 1.5L 4 cyl engine, front-wheel drive, automatic, 5 doors, 5 seats.",19490
"I am looking at a used 2012 Toyota HiAce LWB, green, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 3 L, 4-cylinder.",24900
"I am looking at a used 1999 Subaru Impreza WRX STI. Silver with a black interior, 2L 4 cyl engine, automatic, and 118778 km driven.",29888
"I am looking at a used 2000 Mazda E2000, white exterior. It features a grey interior, 2L 4 cyl engine, rear drive, and has 369953 km.",5990
"I am looking at a used 2017 Mitsubishi Triton MQ GLS. It features a 4x4 2.4D engine, automatic, and has covered 122780 km.",32990
"I have a 2016 Suzuki Swift GL, a hatchback in black with a black interior. It's an automatic with a 1.4 L, 4 cyl engine, and has 97437 km.",14995
"I have a 2013 Volkswagen Tiguan 132 TSI Pacific, a sleek grey SUV. It's an automatic with a 2L engine, AWD, and has 148000 km on the odometer.",16999
"There is a used 2017 Nissan Qashqai ST N-Sport SUV in red, featuring an automatic gearbox, a 2-liter 4-cylinder engine, and 33257 km on the meter.",28888
"I am looking at a 2006 Mazda 3 MPS Sports Pack, black with a black interior. It's a 5-door hatchback, with a 2.3 L, 4 cyl engine, and has 180139 km.",15995
"I have a 2017 Mercedes-Benz C43 Sedan, grey with a black interior. It's an automatic with a 3 L, 4-cylinder engine, AWD, and has clocked 66025 km.",59900
"I have a 2011 BMW X1 Sdrive, a sleek silver exterior. It's an automatic with a 2L, 4-cylinder engine, rear drive, and has 78907 km on the odometer.",17999
"I am looking at a 2015 Volkswagen Golf 90 TSI. white hatchback, grey interior, automatic, 1.4 L, 4 cyl engine, with 94375 kilometers.",14888
"I have a 2017 Renault Megane GT, a white 2017 Renault Megane GT, used. It's an automatic with a 1.6 L, 4 cyl engine, and has clocked 152494 km.",22800
"I have a 2011 Toyota Estima ACR50, white with white interior, used. It's an automatic, unspecified engine size, with 1300,000 km.",19350
"I have a 2018 Lexus IS350 F Sport, 3.5L 6 cyl, automatic, rear-wheel drive, white color, used with 75921 km driven.",46950
"There is a used 2016 Suzuki Grand Vitara, white with an automatic transmission. It's a 4-cylinder, 2.4L engine, with 31393 km on the odometer.",27990
"I am looking at a 2022 BMW 320I Sport, automatic, rear-wheel drive, 2L 4 cyl, black exterior, used condition with 5507 km.",69988
"I have a 2018 Hyundai I30 Elite, a hatchback in black with an automatic transmission. It's an automatic with a 2 L, 4 cyl engine, and has clocked 94193 km.",23990
"I am looking at a 2010 Audi S3 Sportback, black with a black interior. It's a used model, with a 2L 4-cylinder engine, rear drive, and has covered 207245 km.",14888
"I am looking at a 2022 BMW M5 Competition LCI, blue, 4.4 L 8 cyl engine, automatic, with 8525 km, a used gem.",219880
"I am looking at a used 2010 Toyota Corolla Ascent, silver with grey interior. It's a 4-door sedan with an automatic transmission, 1.8 L, 4 cyl engine, and has clocked 99026 km.",12999
"I have a 2016 Nissan Pathfinder ST (4X4), a blue SUV with a black interior. It's an automatic with a 3.5L engine, and has clocked 127550 km.",21990
"I am looking at a used 2016 Ford Fiesta Sport, blue, black interior. It features a 1 L, 3 cyl engine, automatic, and has covered 109800 km.",12999
"It's a 2017 Mercedes-Benz Glb 250 CLA220 dDT, white with a black interior, used. Automatic transmission, 80582 km, with a mileage of 80582 km.",29990
"I have a 2015 Subaru WRX Premium Hyper blue 2015 Subaru WRX Sedan, used. It's an automatic with a 2 L, 4-cylinder engine, AWD, and has 55,881 km.",39888
"I have a 2009 Toyota Kluger Altitude, white SUV with black interior. It's an automatic with a 3.5L engine, 4 cyl engine, and has clocked 149456 km.",19880
"I am looking at a used 2011 Nissan Dualis +2 TI (4X4). It features a 2L 4-cylinder engine, automatic, and AWD. It's clocked 7 seats.",10950
I am looking at a used 2010 Toyota Estima Aeras. This car has an automatic transmission and has logged 110391 km. Engine specifications are not detailed and only 110391 km.,17999
"I have a 2018 Kia Sportage GT-Line, white with a diesel 2L engine, automatic, and AWD. It's clocked 64378 km.",34990
"I am looking at a used 2015 Holden Captiva SUV, grey with a grey interior. It's got a 2.4L engine, automatic transmission, and has covered 95071 km.",14990
"I have a 2009 Mercedes-Benz CLC200 Kompressor Evolution, 1.8L 4 cyl, automatic, rear-wheel drive, grey color, used with 111873 km driven.",14990
"I have a 2016 Volkswagen Tiguan 132 TSI Comfortline, a sleek black SUV. It's an automatic with a black interior, 2L 4 cyl engine, and has 55,000 km on the odometer.",32999
"There is a used 2012 Ford Falcon G6E in grey, featuring a black interior. It's an automatic with a 4 L, 6 cyl engine, rear drive, and has done 171093 kilometers.",16995
"I am looking at a 2011 Renault Megane Privilege. Black with a black interior, 2L 4 cyl engine, front-wheel drive, automatic, 5 doors, 5 seats.",14880
"I have a 2010 Suzuki Swift RE.4 hatchback, black exterior, black interior, 1.5L 4 cyl engine, front-wheel drive, automatic, with 135594 km on it.",10990
"I have a 2006 Lexus RX350 Sports Luxury, 3.5L 6 cyl, automatic, 4-door SUV, 5-seat configuration, with 55,676 kilometers.",10990
"I have a 2014 Hyundai IX35 SE, a white SUV with black interior. It's an automatic with a 2L engine, front-wheel drive, and has clocked 5 doors.",9999
"I have a 2016 Mazda 2 Genki, a grey hatchback with black interior. It's an automatic with a 1.5 L, 4 cyl engine, and has 29220 km on the odometer.",24705
"I am looking at a 2008 Ford Focus CL, a silver hatchback with grey interior. It's an automatic with a 2 L, 4-cylinder engine, and has 125699 km on the odometer.",8990
"It's a 2019 Hyundai Tucson Active X, black, with a black interior. Equipped with a 2L engine, automatic, it's clocked 23126 km.",34990
"There is a used 2009 Ford Falcon Western City Autos in grey, featuring a red exterior and interior. It's an automatic, rear-wheel drive, and has traveled 162341 km.",15990
"I am looking at a used 2010 Toyota Hilux SR, white, grey interior. It features a 4 L, 6 cyl engine, automatic, rear drive, and has covered 290000 km.",13990
"I am looking at a 2012 Mazda CX-5 Maxx Sport, a blue SUV with a 2L 4-cylinder engine, automatic, and AWD. It's clocked 202100 km.",14989
"I am looking at a 2008 Holden Viva Sedan, black, 1.8 L 4 cyl engine, front-wheel drive, automatic, with 104335 kilometers on it.",7995
"I am looking at a used 1997 Nissan Stagea RS4. blue hatchback, automatic, 2.5L 6 cyl engine, grey interior, and has 145638 km on the odometer.",22880
"I am looking at a used 2017 Mazda BT-50 XT, blue, 3.2L 5 cyl diesel engine, automatic, with 185244 km, 5 seats.",23990
"I have a 2023 MG ZS Excite, a blacktown MG ZS Excite. It's an automatic with a 1.5L engine, front-wheel drive, and has clocked only 15 minutes.",24690
"There's a used 2015 Mercedes-Benz C250 Sedan in white available. It's an automatic with a 2 L, 4-cylinder engine, rear drive, and has done 110250 km.",32800
"I am looking at a 2015 Hyundai I30 SR Premium, silver with a black interior. It's a hatchback with an automatic transmission, 2 L, 4 cyl engine, and 42153 km on the clock.",23888
"I have a 2018 Toyota RAV4 Cruiser, white with a black interior. It's an automatic with a 2.5L engine, AWD, and has 75113 km on the odometer.",38888
"I have a 2018 Hyundai I30 Active, a hatchback in white with a black interior. It's an automatic with a 2 L, 4-cylinder engine, and has 82292 km on the odometer.",23990
"I am looking at a red Honda CR-V VTI-S, a used SUV with an efficient 1.5L engine and automatic transmission. It's done 51770 kilometers.",33999
"I have a 2019 Volkswagen Polo 85 TSI Comfortline, a grey hatchback with black interior. It's an automatic with a 1 L, 3 cyl engine, and has 28550 km on the odometer.",21888
"It's a 2011 Ford Ranger PK XLT PTY LTD, black on black, used. Features include an automatic transmission and a total mileage of 241240 km.",15800
"It's a 2017 Honda Civic RS, black, 1.5L 4 cyl, front-wheel drive, automatic, hatchback, 5-door, 5-seat configuration.",28999
"I am looking at a used 2005 Toyota Hilux Ute / Tray. It features a 2.7 L, 4 cyl engine, automatic, rear drive, and has clocked 303119 km.",9990
"I have a 2019 Mercedes-Benz GLC43, a white SUV with a 3 L, 4-cylinder engine, automatic, and AWD. It's clocked 112808 km.",61950
"I have a 2007 Toyota Camry Grande, a sleek silver exterior. It's an automatic with a 2.4 L, 4 cyl engine, and has 176886 km on the odometer.",11990
"A 2018 Holden Captiva 7 LTZ is available, red with a diesel 2.2L engine, automatic, and AWD. It's a 4-door SUV with 7 seats.",16999
"I am looking at a used 2017 Mazda 2 NEO, grey with a black interior. It's a hatchback with an automatic transmission, 1.5 L, 4 cyl engine, and only 106946 km.",15778
"I am looking at a 2022 MG MG3, used, white, 1.5L 4 cyl engine, front-wheel drive, automatic, 5 doors, 5 seats.",22705
"A 2017 BMW X3 Alto Volkswagen Used Cars, black with a black interior, used. It's an automatic with a diesel engine, and has clocked 55,828 km.",41880
"I have a 2008 Jeep Commander, a black 2008 Jeep Commander, used. It's an automatic with a 3 L, 4-cylinder engine, and has 248751 km on the odometer.",7995
"I am looking at a used 2013 Renault Megane GT-Line. Silver with a black interior, 2L 4 cyl engine, front-wheel drive, automatic, and has covered 100970 km.",17990
"I have a 2020 Kia Sportage S (fwd) used, with a sleek white exterior. It's an automatic, front-wheel drive, and has a 34806 km on the odometer.",29900
"I have a 1993 Mercedes-Benz 190 W201 Sedan, blue, used. It's an automatic, rear-wheel drive, and has 92811 km on the odometer.",21990
"I am looking at a used 2019 Hyundai Kona Active. It's a used model, with a 2-liter, 4-cylinder engine, front-wheel drive, and has 55,676 kilometers.",27878
"I have a 2017 Hyundai I30 Active, a hatchback in silver with a black interior. It's an automatic with a 2 L, 4-cylinder engine, and has 123425 km on the odometer.",19999
"I am looking at a 2012 Nissan Almera TI, a white SUV with grey interior. It's a 4-door SUV with an automatic transmission, 1.5L engine, and has 144683 km.",12990
"I have a 2021 Hyundai Santa FE Crdi, white with a black interior. It's an automatic with a 2.2L diesel engine, AWD, and has clocked 54303 km.",40888
"2014 Mazda 3 SP25 GT coupe, silver with a black interior, 2.5L 4 cyl engine, front-wheel drive, and 143226 km on the odometer.",12999
"It's a used 2017 Mitsubishi Outlander Exceed, white with a black interior. Equipped with a 2.3L diesel engine, automatic, AWD, and 123952 km on the clock.",27996
"I am looking at a red Honda CR-V VTI, a used SUV with an efficient 1.5L engine and automatic transmission. It's a front-wheel drive with just 22189 km on the odometer.",34990
"I have a 2003 Toyota Noah Welcab, white with grey interior. It's an automatic, front-wheel drive, and has 127923 km on the odometer.",21990
"I am looking at a used 2015 Holden Captiva SUV, silver with a black interior. It's got a 2.4L engine, automatic transmission, and has covered 118912 km.",13995
"I have a 2018 Kia Sorento GT-Line, a sleek white SUV with black interior. It's an automatic with a 2.2L diesel engine, AWD, and has 64720 km on the odometer.",39990
"I have a 2015 Jeep Grand Cherokee Laredo, red with a black interior. It's an automatic with a 3.6L engine, rear drive, and has clocked 98864 km.",25999
"A 2017 Toyota RAV4 GX is available, white with a grey interior. This 4-door SUV features an automatic gearbox, a 2-liter 4-cylinder engine, and has clocked 138450 km.",21995
"I have a 2012 Volvo C30 T5 R-Design, a hatchback in black with a black interior. It's an automatic with a 2.5 L, 5 cyl engine, and has 111965 km.",16888
"I am looking at a used 2019 Toyota Kluger. It's a used model, with a mileage of 29733 km, silver interior, and has 29733 km.",55990
"There is a used 2010 Ford Falcon Sedan in blue, a 4-door sedan with an automatic transmission. It's a 4-cylinder engine, with 246148 km on the odometer.",8995
"A 2022 Mazda CX-5 Maxx Sport, red with black interior, used. It's a front-wheel drive with an automatic transmission and a 2.5L engine, having only 2734 km.",41998
"I have a 2017 Volkswagen Multivan Comfortline TDI340, white with a white interior. It's a 4-cylinder, 2 L diesel, automatic, with 7 seats.",49800
"There is a used 2018 Holden Acadia LTZ-V in white, a 4-door SUV with an automatic transmission. It's a front-wheel drive with just 147886 km on the odometer.",31990
"A 2018 Land Rover Range Rover Sport V8 SC HSE Dynamic in white, used. It boasts a black interior, 5L diesel engine, automatic transmission, AWD, and has covered 61635 km.",144888
"I am looking at a 2021 Toyota Corolla Ascent Sport Hybrid, white, 1.8 L 4-cyl engine, front-wheel drive, automatic, 5 doors, 5 seats.",30888
"I have a 2022 Toyota Corolla Ascent Sport Hybrid, white with a black interior. It's an automatic with a 1.8 L, 4 cyl engine, and has clocked 9803 km.",39999
"I have a 2023 MG ZST Vibe, a used blacktown SUV with an automatic transmission. It's a front-wheel drive with just 15 km on the odometer.",29690
"I am looking at a 2012 Ford Kuga TE Trend Wagon, silver, used. It comes with an automatic gearbox and has traveled 227034 km. Engine details are not specified.",7999
"A 2017 Mazda CX-5 Touring, red with a black interior, used. It's an automatic with a 2.5L engine, AWD, and has covered just 109787 km.",31990
"I have a 2018 Ford Ranger XL 2.2L 4 cyl, automatic, rear-wheel drive, white with white interior, used with 55,676 km driven.",33950
"I am looking at a red Kia Cerato S, a hatchback with a black interior. It's an automatic with a 2 L, 4 cyl engine, and has 55,676 km.",24995
"I am looking at a used 2011 Mercedes-Benz C-CLASS C204 C350 blue. It features a 7G-TRONIC engine, automatic, rear drive, and has 130151 km.",25950
"I have a 2017 Hyundai I30 Active, a hatchback in red with a black interior. It's an automatic with a 2 L, 4-cylinder engine, and has 33836 km on the odometer.",25995
"It's a 2018 Renault Megane RS 280, grey with a black interior, hatchback. Features include an automatic transmission, 1.8 L, 4 cyl engine, and 39067 km on the clock.",38990
"I have a 2015 Hyundai Tucson Active, white exterior and black interior. It's an automatic with a 2L 4-cylinder engine, front-wheel drive, and has 66242 km on the odometer.",25999
"I am looking at a used 2019 Nissan Navara ST-X, grey with a black interior. It's got a 2.3L engine, automatic transmission, and has covered 49181 km.",44987
"There is a used 2015 Jeep Grand Cherokee, red with an automatic transmission. It's a 4-cylinder, 3.6L engine, with 55,878 km on the odometer.",37800
"I have a 2013 Audi R8 4.2 FSI Quattro, black coupe with an automatic transmission. It's equipped with a 4.2 L, 8 cyl engine and has done 39200 kilometers.",172300
"I am looking at a used 2013 Nissan X-Trail ST, white, grey interior. It features a 2L 4-cylinder engine, automatic, and has covered 119924 km.",15999
"I have a 2001 Nissan Patrol ST (4X4), a white SUV with a diesel 3 L engine, 4-cylinder, and 309774 kilometers on the odometer.",16950
"A 2016 Audi Q3 2.0 Tfsi Sport Quattro, grey with a grey interior, 2L 4 cyl engine, automatic, AWD, and 109666 km on the odometer.",22990
"I have a 2019 Hyundai Santa FE Highlander Crdi Satin AWD, blue with a 2.2L diesel engine, automatic, and AWD. It's clocked 83438 km.",43990
"I am looking at a 2018 Suzuki Swift GL Navigator, a silver hatchback with automatic transmission, 1.2-liter 4-cylinder engine, and 95573 kilometers on record.",16887
"I am looking at a 2009 Toyota Estima ACR50, a gold car with an automatic transmission and 77547 km on the odometer - a used gem.",18000
"I have a 2018 Mazda 3 Maxx Sport, 2L 4 cyl, automatic, front-wheel drive, and 55,343 km on the odometer.",24990
"There is a used 2016 Mitsubishi Outlander LS in red, featuring a 4 cyl 2L engine, automatic transmission, and a total of 265211 km.",8990
"I have a 2019 Volkswagen Golf GTI, a white hatchback with 2L 4 cyl engine, front-wheel drive, automatic, and 2L engine, and 229,829 km on the odometer.",43880
"I have a 2021 Toyota GR Yaris GR, a white hatchback with black interior. It's an automatic with a 1.6 L, 3 cyl engine, and has 13515 km on the odometer.",52999
"I have a 2023 MG ZST Vibe, a used blacktown SUV with an automatic transmission. It's a front-wheel drive with just 15 km on the odometer.",29690
"I have a 2018 Volkswagen Golf 110 TSI Highline, a blue hatchback with black interior. It's an automatic with a 1.4 L, 4 cyl engine, and has clocked only 101393 km.",24315
"It's a 2018 Renault Koleos Intens X-Tronic, blue, with a 2.5L 4-cylinder engine, automatic, and 104575 km on the odometer.",28990
"I have a 2017 Subaru Forester 2.5I-S, blue hatchback with leather interior. It's an automatic with a 2.5L engine, AWD, and has 45318 km on the odometer.",31990
"I am looking at a used 2017 Isuzu D-MAX SX, white, diesel. It features a 3 L, 4-cylinder engine, automatic, and has covered 6532 km.",35888
"I have a 2021 LDV G10 Barn Door, a white commercial vehicle with an automatic transmission, 1.9 L, 4 cyl engine, rear drive, and 38308 km on the odometer.",29800
"I have a 2011 Nissan Dualis ST (4X2), a sleek silver exterior. It's an automatic with a 2L engine, front-wheel drive, and has clocked 184256 km.",8995
"There is a used 2015 Kia Cerato S in white, featuring a 1.8 L 4-cyl engine, automatic, and 88693 km on the odometer.",16990
"I have a 2019 Volkswagen Caddy SWB TSI220, a white commercial vehicle with an automatic transmission, 1.4-liter 4-cylinder engine, and 97327 km on the meter.",32888
"I am looking at a used 2019 Toyota Land Cruiser Prado. It's a white SUV with an automatic transmission and 32326 km on the clock, with 32326 km.",77990
"I am looking at a 2014 Hyundai I30 Trophy, white with grey interior. It's a 4-cylinder, 1.8 L engine, 5-door hatchback, with 149912 km.",13999
"There's a used 2018 Ford Mustang Fastback GT 5.0 V8 in red available. It's an automatic with a 5 L, 8 cyl engine, rear drive, and has done 26634 km.",62990
"I have a 2011 Volkswagen Touareg V6 FSI, a grey SUV with an automatic transmission. It's equipped with a 3.6L engine and has covered 78369 km.",25990
"I am looking at a used 2010 Toyota Tarago GLI. It features a 2.4 L, 4 cyl engine, automatic, and has covered 203585 km.",14950
"There is a used 2010 Toyota Tarago GLX in white, featuring an automatic gearbox, 2.4 L engine, and a mileage of 269626 km. 'it's a 4-door SUV with 269626 kilometers.",12990
"I have a 2019 Ford Escape ST-Line, white with a Rapton interior. It's an automatic with a 2L engine, AWD, and has clocked 30553 km.",33705
"I am looking at a used 2017 Toyota Hilux SR, white, diesel. It features a 2.8 L, 4 cyl engine, automatic, and has covered 111382 km.",41950
"I am looking at a used 2011 Audi Q5 2.0 TDI Quattro. It features a black 2L diesel engine, automatic, and AWD. It's clocked 5 doors, 5 seats.",16999
"I am looking at a used 2016 Hyundai Tucson Elite. This white SUV features a 1.6L 4-cylinder engine, automatic, and has 53520 km on the odometer.",25990
"I have a 2015 Kia Carnival SI, a white 2015 Kia carnival SI, used. It's a diesel with a 2.2L engine, automatic, and has clocked 8 seats.",33990
"I have a 2015 Ford Falcon XR8, a white sedan with black interior. It's a 4-door sedan with a 5 L, 8 cyl engine, rear drive, and has clocked 57096 km.",49980
"A 2017 Mitsubishi Lancer ES Sport is available, white with a grey interior. This 4-cylinder, 2 L engine, has an automatic transmission, has covered 131757 km. The engine's specifications are not listed.",16444
"A 2018 Hyundai Tucson Highlander, silver with a leather interior, used. It's an automatic with a 1.6 L, 4 cyl engine, and has clocked 138172 km.",28990
"2014 Toyota HiAce LWB is available, white with grey interior. This 4-door commercial vehicle features an automatic gearbox, 2.7 L, 4 cyl engine, and has 140082 km.",25995
"I am looking at a used 2013 Audi Q5 3.0 TDI Quattro. It features a 3 L, 6 cyl diesel engine, automatic, and AWD. It's clocked 5 doors, 5 seats.",21984
"I have a 2021 LDV G10 Barn Door, a used white exterior with black interior. It's an automatic with a 1.9 L, 4 cyl engine, rear drive, and has clocked 229,6 km.",29990
